id,sentiment
"12311_10",0.9983953237533569
"8348_2",0.014943540096282959
"5828_4",0.7421787977218628
"7186_2",0.1932460069656372
"12128_7",0.6550498604774475
"2913_8",0.9195982217788696
"4396_1",0.0031327009201049805
"395_2",0.36955904960632324
"10616_1",0.003125607967376709
"9074_9",0.03510099649429321
"9252_3",0.040648192167282104
"9896_9",0.7636314630508423
"574_4",0.38206762075424194
"11182_8",0.7067776918411255
"11656_4",0.6877571940422058
"2322_4",0.4596186578273773
"8703_1",0.014875292778015137
"7483_1",0.11079421639442444
"6007_10",0.9703031182289124
"12424_4",0.03656920790672302
"4672_1",0.002986729145050049
"10841_3",0.09093520045280457
"8954_7",0.48064303398132324
"7392_1",0.07891756296157837
"10288_8",0.9776357412338257
"5343_4",0.006506681442260742
"4950_1",0.006059050559997559
"9257_4",0.7853952646255493
"8689_3",0.020173102617263794
"4480_2",0.21557998657226562
"9286_10",0.9928724765777588
"12245_10",0.9985296726226807
"7529_7",0.7750935554504395
"4_4",0.6489843726158142
"5299_2",0.08107411861419678
"12077_8",0.8557562828063965
"10701_2",0.004711925983428955
"11579_1",0.04696682095527649
"10993_1",0.029931098222732544
"8913_1",0.030718594789505005
"1350_3",0.020780980587005615
"3804_2",0.002448737621307373
"5025_3",0.5710282325744629
"5170_8",0.5270245671272278
"8225_8",0.8996978998184204
"6427_7",0.9583516120910645
"3165_3",0.08049377799034119
"7902_9",0.9954149723052979
"8208_3",0.011798709630966187
"3577_8",0.7767605781555176
"4865_1",0.031046271324157715
"9063_3",0.430060476064682
"1106_1",0.3092631697654724
"1117_9",0.957109808921814
"1050_4",0.131341814994812
"10755_9",0.019109398126602173
"2729_8",0.9046440124511719
"10072_10",0.9028539657592773
"2904_7",0.9617031812667847
"4584_2",0.5983971953392029
"189_4",0.4456902742385864
"6302_4",0.15706372261047363
"8138_9",0.975753128528595
"1262_1",0.12543997168540955
"2199_10",0.9942502975463867
"6551_7",0.4299735724925995
"8082_7",0.8666574954986572
"4897_8",0.943700909614563
"7360_1",0.011592507362365723
"11012_10",0.6300567388534546
"12046_1",0.04858192801475525
"2331_2",0.5975345373153687
"8961_9",0.9908192157745361
"751_7",0.9246237277984619
"9884_10",0.8685805797576904
"10016_8",0.5958194136619568
"8023_10",0.9006232023239136
"2628_1",0.0067709386348724365
"5832_1",0.028335273265838623
"7302_1",0.2870553731918335
"4501_3",0.3636983036994934
"1121_7",0.5072357654571533
"8334_3",0.9343518018722534
"9789_10",0.7075632810592651
"4230_10",0.9006958603858948
"824_4",0.03701773285865784
"6803_9",0.7952365279197693
"3086_7",0.9943790435791016
"1135_8",0.871031641960144
"10136_1",0.04480794072151184
"11129_3",0.008162617683410645
"2072_8",0.43079549074172974
"9501_7",0.9913733005523682
"319_10",0.7829986810684204
"1693_7",0.995546817779541
"10886_1",0.00296097993850708
"9406_8",0.8242562413215637
"10376_10",0.15645304322242737
"9902_1",0.10601741075515747
"9938_8",0.5986711382865906
"7080_9",0.9167819023132324
"11944_8",0.7618008852005005
"5249_1",0.0014547109603881836
"9599_2",0.28735798597335815
"9620_1",0.0029510855674743652
"11244_1",0.26775088906288147
"6841_10",0.9981378316879272
"10050_4",0.23771914839744568
"10512_9",0.9930969476699829
"11327_3",0.012951165437698364
"10681_8",0.9155992269515991
"808_3",0.005134403705596924
"546_7",0.9959907531738281
"10765_1",0.0005254745483398438
"7189_9",0.9664007425308228
"6005_9",0.858221173286438
"11915_9",0.9961695671081543
"5740_10",0.9707699418067932
"7097_10",0.21105176210403442
"9573_10",0.8285609483718872
"5084_4",0.4431823194026947
"12332_7",0.6204232573509216
"8154_1",0.09831777215003967
"5610_1",0.8707137107849121
"5323_9",0.3667849898338318
"11034_8",0.7986458539962769
"3977_2",0.042856186628341675
"12380_7",0.32997119426727295
"1737_8",0.6380982398986816
"6030_9",0.9023492336273193
"5918_7",0.9642394781112671
"7061_9",0.37215399742126465
"266_8",0.9950836896896362
"1375_10",0.9658406972885132
"8648_3",0.0025306642055511475
"10146_10",0.9632233381271362
"4578_10",0.9656331539154053
"4685_8",0.9913575649261475
"11843_9",0.9808999300003052
"5467_10",0.9952248334884644
"10140_10",0.9034930467605591
"7721_8",0.9909380078315735
"11208_10",0.30698680877685547
"1063_10",0.9700357913970947
"8260_10",0.9096925258636475
"3182_9",0.7931777238845825
"2797_8",0.9680049419403076
"7613_2",0.18132153153419495
"11624_4",0.03800755739212036
"4847_10",0.9903290271759033
"10684_7",0.7304386496543884
"6312_1",0.13653191924095154
"4925_3",0.0038032829761505127
"4125_1",0.006694108247756958
"2394_10",0.9984365701675415
"12105_10",0.9673950672149658
"7812_1",0.005789071321487427
"1061_8",0.7058679461479187
"9343_3",0.38535943627357483
"7696_10",0.9985612630844116
"9355_10",0.9976060390472412
"782_9",0.9821996688842773
"9882_10",0.9986346960067749
"10642_10",0.9961913824081421
"7410_2",0.03744024038314819
"9591_4",0.007585465908050537
"11902_3",0.1792905032634735
"3495_7",0.017596930265426636
"6733_1",0.0004042685031890869
"4552_1",0.0014795660972595215
"6722_1",0.055822938680648804
"188_10",0.9376813173294067
"5099_10",0.9389204978942871
"10313_1",0.018453598022460938
"6756_9",0.9146237373352051
"6622_2",0.0015333890914916992
"4807_10",0.9925609827041626
"7173_3",0.11646795272827148
"11321_8",0.5903590321540833
"7909_9",0.6943228840827942
"8012_7",0.06501606106758118
"8615_4",0.019207388162612915
"8117_10",0.4969145357608795
"1892_10",0.9926047325134277
"4617_1",0.42165738344192505
"1893_8",0.3992672562599182
"5435_1",0.0034896135330200195
"162_3",0.010779112577438354
"6516_10",0.9865477681159973
"11588_7",0.8908148407936096
"2006_1",0.014721333980560303
"1594_4",0.009826630353927612
"1472_1",0.0066983699798583984
"3647_1",0.4810096025466919
"174_7",0.9834157228469849
"5539_7",0.003391474485397339
"3384_10",0.9905198812484741
"3811_4",0.30318185687065125
"4079_8",0.44360947608947754
"1179_7",0.9697425365447998
"3069_9",0.9945472478866577
"3769_8",0.95565265417099
"9247_10",0.9625136852264404
"10434_1",0.008924365043640137
"1147_10",0.9946689009666443
"5344_7",0.9908910989761353
"8073_10",0.9743150472640991
"7833_3",0.015630632638931274
"8370_1",0.012200742959976196
"9007_8",0.12446829676628113
