id,sentiment
"12311_10",0.9975364804267883
"8348_2",0.0016077756881713867
"5828_4",0.6304181814193726
"7186_2",0.31067904829978943
"12128_7",0.9884929656982422
"2913_8",0.9903083443641663
"4396_1",0.002199232578277588
"395_2",0.43331378698349
"10616_1",0.0011393725872039795
"9074_9",0.03225255012512207
"9252_3",0.04219233989715576
"9896_9",0.07454666495323181
"574_4",0.006643921136856079
"11182_8",0.5779868364334106
"11656_4",0.05192723870277405
"2322_4",0.6451442241668701
"8703_1",0.4827542304992676
"7483_1",0.08751612901687622
"6007_10",0.9936949014663696
"12424_4",0.003909051418304443
"4672_1",0.008884817361831665
"10841_3",0.00708383321762085
"8954_7",0.8302958011627197
"7392_1",0.004312425851821899
"10288_8",0.9929457306861877
"5343_4",0.0020377635955810547
"4950_1",0.001210540533065796
"9257_4",0.6000511646270752
"8689_3",0.01960816979408264
"4480_2",0.019074469804763794
"9286_10",0.991672158241272
"12245_10",0.9981231689453125
"7529_7",0.960517942905426
"4_4",0.0033884048461914062
"5299_2",0.0017592906951904297
"12077_8",0.9940850734710693
"10701_2",0.0023010671138763428
"11579_1",0.003985345363616943
"10993_1",0.0014763474464416504
"8913_1",0.03108307719230652
"1350_3",0.004137784242630005
"3804_2",0.00162428617477417
"5025_3",0.2896362543106079
"5170_8",0.28972169756889343
"8225_8",0.9930148720741272
"6427_7",0.9948596954345703
"3165_3",0.664340078830719
"7902_9",0.9979234337806702
"8208_3",0.0012974739074707031
"3577_8",0.9956390857696533
"4865_1",0.002068430185317993
"9063_3",0.028783708810806274
"1106_1",0.9678817987442017
"1117_9",0.996137797832489
"1050_4",0.4403022229671478
"10755_9",0.6339403986930847
"2729_8",0.963178277015686
"10072_10",0.9925076365470886
"2904_7",0.9969736933708191
"4584_2",0.9024339914321899
"189_4",0.048975735902786255
"6302_4",0.13052433729171753
"8138_9",0.9952942132949829
"1262_1",0.0024071931838989258
"2199_10",0.9970625638961792
"6551_7",0.14835640788078308
"8082_7",0.7711196541786194
"4897_8",0.9969672560691833
